nama,no_telp,alamat,latitude,longitude,kategori_1,kategori_2,kategori_3,kategori_4,kategori_5,id
Laundry Oke Clean dan Perlengkapan Laundry,081234567891,"Jl. Nusa Indah Blk. E 29 No.29, RT.003/RW.008, Pedurenan, Karang Tengah, Tangerang City, Banten 15157",0.09861721063523754,0.37908179713715473,1,0,0,1,1,263
DEPO Laundry,081234567891,"RJ2V+MC2 Laundry, Jl. Modern Golf Raya, RT.001/RW.006, Klp. Indah, Kec. Tangerang, Kota Tangerang, Banten 15117",0.10133946635608249,0.38231312621429403,0,0,0,0,1,264
Laundry A & A,081234567891,"Jl. Bintaro Utama 3A, Pondok Karya, Pondok Aren, South Tangerang City, Banten 15224",0.10322439726004584,0.38108538715301243,0,0,1,0,0,265
Sabia Laundry Care Expert (Drop Point - BPV),081234567891,"Jalan Komodo I Jl. Besi Raya No.6, Cibodas Baru, Kec. Cibodas, Kota Tangerang, Banten 15138",0.09924298742727922,0.38869212258483277,0,0,1,0,0,266
Priska Laundry Kiloan - Ruko Banjar Wijaya Blok B,081234567891,"Jln.Hartono Raya ,Apt.Modernland-Tower Kuning/1DJ, RT.001/RW.006, Klp. Indah, Kec. Tangerang, Kota Tangerang, Banten 15117",0.10538059462186644,0.3838602968409752,0,0,0,1,0,267
KC Laundry SP,081234567891,"Jalan Nn No.18, RT.6/RW.001, Bencongan Indah, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.1070808507958475,0.3828274506236875,1,1,1,1,0,268
Alondrian Laundry Kiloan,081234567891,"Jl. Perintis Kemerdekaan No.1, RT.001/RW.002, Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15117",0.10538566164042551,0.38274932177433385,1,1,1,1,1,269
Wash Dee Dry Clean & Laundry Service,081234567891,"RJ8X+3MF Laundry Keluarga, RT.001/RW.004, Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten 15119",0.10580224295195806,0.3811097606829392,0,1,0,0,0,270
Lautan Laundry & Dry Clean,081234567891,"Jl. Bintaro Utama 5 No.95, Pondok Ranji, Ciputat Timur, South Tangerang City, Banten 15412",0.10114900074774713,0.38241286212638226,1,1,1,0,1,271
House Of Laundry Frankleenz,081234567891,"CITY, Jl. Ciater Bar. Jl. Komp. Bsd No.62, Rawa Buntu, Serpong Sub-District, South Tangerang City, Banten 15310",0.10160286083867831,0.3826052269917328,0,0,1,0,0,272
D'Bros Laundry,081234567891,"Perumahan Villa Japos Blok N 1 Nomer 40 dan 41, Banten, RT.001/RW.014, Paninggilan, Tangerang, Kota Tangerang, Banten 15152",0.10188181830684839,0.37957251117998503,0,0,1,1,0,273
MR Klin Laundry Gading Serpong,081234567891,"Jl. Titihan HF 11 No.8, Jombang, Ciputat, South Tangerang City, Banten 15228",0.09864761274659184,0.3825824751839546,0,0,1,1,1,274
Wash Dee Dry Clean & Laundry Services,081234567891,"Kelapa Dua, Tangerang Regency, Banten 15810",0.10478594380097328,0.3818074827881617,1,1,1,1,1,275
WF LAUNDRY,081234567891,"Blok V6, Jl. Melati Mas Vista Boulevard Melati Mas Vista No.20, Jelupang, Serpong Utara, South Tangerang City, Banten 15323",0.1004797018855823,0.3836542427327885,1,0,1,1,0,276
Biwos Laundry,081234567891,"Magnolia Residence No.C-6, Jatake, Jatiuwung, Tangerang City, Banten 15136",0.11218360993222498,0.3798405246137593,1,0,1,1,0,277
aQualis Laundry & Green Dry Clean - Cirendeu,081234567891,"Viola Residence E09, Jl. Boulevard Graha Raya Selatan, Paku Jaya, Kec. Serpong Utara, Kota Tangerang, Banten 15234",0.09366012828243264,0.3891425320625199,1,0,0,0,0,278
Marc's Laundry Cipondoh,081234567891,"RMH6+XJQ Laundry, Gg. Sawo 3, RT.003/RW.007, Poris Plawad, Kec. Cipondoh, Kota Tangerang, Banten 15141",0.1061670682882091,0.3847758066911009,0,1,0,0,0,279
Alsonz Laundry - Funtastico,081234567891,"JL Raya PLP Curug, Km. 5, Curug, Curug Wetan, Tangerang, Kabupaten Tangerang, Banten 15810",0.09791307602047938,0.38578003428225216,1,1,1,1,1,280
Laundry Express Murah (Coin Laundry),081234567891,"Jl. Dayung Raya No.39, RT.6/RW.6, Kelapa Dua, Tangerang, Tangerang Regency, Banten 15810",0.10153961358916463,0.3819215280133186,0,0,1,0,0,281
Terrace Laundry & Eyelash,081234567891,"Jl.Roro jongrang Raya Blok A 5 Rt.006/04, Kel.Bencongan Kec.Kelapa Dua, Perumnas 2 Ruko Taman Borobudur 1, karawaci Tangerang, Bencongan Indah, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15138",0.10385469817580095,0.38164135166343627,0,1,0,1,1,282
Laundry DA,081234567891,"Apt. Bintaro Park View Tower A, Jl. Bintaro Permai No.5, Daerah Khusus Ibukota Jakarta 12320",0.10755841729503723,0.3796828836814541,1,1,1,0,1,283
Laundry Stroller Jakarta (CItra Garden 2 ext Be 2 No. 31),081234567891,"Ruko Banjar Wijaya Blok B, Jl. Wijaya Kusuma Blok B1 No.3, RT.003/RW.010, Poris Plawad Indah, Kec. Cipondoh, Kota Tangerang, Banten 15141",0.11066766655832894,0.38562544600340143,0,0,1,0,0,284
Hey Clean Laundry Cabang 3,081234567891,"Jl. Siswa Dalam No.56a, RT.003/RW.003, Sukaasih, Tangerang, Tangerang City, Banten 15111",0.10288291640215619,0.3804452361840358,1,1,1,1,1,285
Pulito Laundry,081234567891,"Jalan Perintis Kemerdekaan No:3, RT.004/RW.003, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118",0.09739705446972557,0.38588358601115846,0,1,0,0,0,286
CLARIS LAUNDRY,081234567891,"RJ72+P3M Wash Dee Dry Clean & Laundry Service, Jl. Darma Wangsa, RT.001/RW.008, Cibodas, Kec. Cibodas, Kota Tangerang, Banten 15138",0.10309111657544823,0.3827425010017711,1,1,1,0,1,287
frando mesin loundry,081234567891,"Ruko Sektor 1G, Jl. Klp. Gading Sel. Blok AK 1 No.11, West Pakulonan, Kelapa Dua, Tangerang Regency, Banten 15810",0.09414583820430644,0.3875056897406086,1,1,1,1,1,288
Cemerlang Dry Clean & Laundry,081234567891,"Gading Serpo g, Ruko Odessa, Jl. Klp. Puan Raya No.25, Pakulonan Bar., Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.10416722464192463,0.38134791535011026,0,0,1,0,1,289
ATACLEAN Laundry Service,081234567891,"Tataka Puri, Blok J-10/10 Bitung, Curug, Kadu, Tangerang, Kabupaten Tangerang, Banten 15810",0.09654715258892066,0.3805792667497778,1,0,1,1,1,290
Jnr Laundry Services,081234567891,"Ruko South Sorrento No 11, Jalan Ir Soekarno, Gading, Kec. Serpong, Kabupaten Tangerang, Banten 15310",0.0992917574809099,0.3854336535105727,0,0,0,1,0,291
Flazz Laundry,081234567891,"Beringin Blok 46 No 1 Perumnas I, RT.001/RW.007, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Banten 15116",0.10205527321002128,0.3814414982575789,1,1,1,0,1,292
Triton Building | Distributor Mesin Laundry,081234567891,"Cipondoh, Kec. Cipondoh, Kota Tangerang, Banten",0.0991727730272467,0.38201601717728106,0,1,1,0,1,293
LAUNDRY BERSIH,081234567891,"Jl. Nn No.35, RT.1/RW.4, Pakulonan, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15325",0.10647308001618538,0.3813699993899462,1,1,1,1,1,294
Nice Laundy,081234567891,"Jl. Raya Mauk KM.11, Sepatan, Tangerang Regency, Banten 15520",0.10959155849185254,0.38255523979141426,1,1,1,1,1,295
Clean & Tidy Laundry,081234567891,"Jl. Raya Cirendeu No.69C, Pisangan, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15419",0.09504631978822753,0.38704717165218216,0,0,0,1,0,296
Nay Laundry & Dry Cleaning,081234567891,"Jl. Maulana Hasanudin No.58 B, RT.001/RW.003, Cipondoh Makmur, Cipondoh, Tangerang City, Banten 15148",0.10401412829546208,0.3811011273973879,1,1,1,1,1,297
Delta Mas Laundry & Dry Cleaning,081234567891,"Jl Bintaro Boulevard Jaya Kav. Komersial Bintaro Jaya Blok CE/B 05-06, Parigi, Pondok Aren, South Tangerang City, Banten",0.10742006959188055,0.3803163092732884,1,0,0,0,1,298
Rs Laundry & Dry Cleaning,081234567891,"Jl. Kelapa Dua Raya No.92, Klp. Dua, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.10608183379744807,0.38311468623468414,1,1,1,1,1,299
"Cosmo Laundry BSD, PickUp and Deliver",081234567891,"Jl. Cemara Raya No.23B, RT.003/RW.021, Cibodasari, Kec. Cibodas, Kota Tangerang, Banten 15138",0.09389303017119999,0.38342701084125963,0,0,1,0,0,300
Wielza Laundry,081234567891,"Jl. Perum Villa Permata Blok FC12 No.6, Gelam Jaya, Kec. Ps. Kemis, Kabupaten Tangerang, Banten 15560",0.10674344164929994,0.3827466030048505,1,0,1,0,0,301
Alzio Laundry,081234567891,"Citra Garden 2 Extension Blok BE2 No. 31, RT.3/RW.20, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11839",0.09040719285000243,0.3877548625788423,0,0,0,1,0,302
Claris Laundry & Dry Clean,081234567891,"Jl. Amd Raya No.113, Gandasari, Jatiuwung, Tangerang City, Banten 15810",0.10300307712798484,0.3826829265616958,1,1,1,1,1,303
Wash Dëë Dry Clean & Laundry Service,081234567891,"PPC2+H4C Pulito Laundry, Jl. Emeralda Vista, Parigi, Pondok Aren, South Tangerang City, Banten 15227",0.10299927686406551,0.38052832559525385,1,0,0,0,0,304
Kacida Laundry,081234567891,"QJMM+QQ3 CLARIS LAUNDRY, Kebon Nanas Penunggangan, Jl. Sekneg Raya, RT.009/RW.001, Panunggangan Utara, Kec. Tangerang, Kota Tangerang, Banten 15143",0.09102039257812067,0.3859518891322056,0,0,1,0,0,305
ATACLEAN LAUNDRY DROP POINT,081234567891,"Jl. Aria Putra No.70, Kedaung, Pamulang, South Tangerang City, Banten 15415",0.09800699682877023,0.3810719840964385,0,0,0,0,1,306
Loundry STAR,081234567891,"Jl. Pajajaran Raya No.130, RT.2/RW.24, Bencongan Indah, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15138",0.10597244048605725,0.38406954669574844,1,1,1,1,1,307
Master Clean,081234567891,"QJW4+G33 Cemerlang Dry Clean & Laundry, Jl. Empu Gandring, RT.001/RW.009, Cibodas Baru, Kec. Cibodas, Kota Tangerang, Banten 15138",0.09600208616392669,0.38207349291810644,1,1,0,1,1,308
Star Klin Laundry & Dry Cleaning,081234567891,"Legok, Tangerang Regency, Banten 15820",0.10538774273733365,0.38113642370295686,1,1,0,0,0,309
Supermarket Laundry Indonesia,081234567891,"Jl. Masjid Nurul Ikhwan No.9, Pd. Kacang Tim., Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15226",0.09943119097375785,0.3835426777885642,0,1,1,1,0,310
Laundry Mart - Coin Laundry Palembang,081234567891,"Jl. Boulevard Palem Raya No. 105 Lippo Karawaci 1200 Curug Neglasari Tangerang Banten, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.396640512405871,0.2929782722143619,0,0,1,0,0,311
Hepi Klin Laundry,081234567891,"Bolevard Gading Serpong Kav. S18, Pakulonan Bar., Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.3951905307557168,0.29271226208441714,0,1,1,1,1,312
Pink Fresh Laundry,081234567891,"RM48+WPX Laundry, Jl. Perumahan Alam Indah, Poris Plawad Indah, Kec. Cipondoh, Kota Tangerang, Banten 15122",0.39693774733384335,0.2923940706594834,1,1,0,0,1,313
YellowClean Laundry,081234567891,"Jl. Raya Bugel No.10, RT.001/RW.002, Bugel, Kec. Karawaci, Kota Tangerang, Banten 15113",0.4010237549068645,0.2914184616944695,1,0,1,0,0,314
Bali Laundry Palembang,081234567891,"apartement aeropolis CWK 6 jalan suryadharma kel, RT.002/RW.007, Neglasari, Tangerang City, Banten 15127",0.3964357505666012,0.2931893822798335,1,1,1,1,0,315
5asec Palembang,081234567891,"Komplek Bintaro Hill E7, Jl. Merpati Raya, Sawah Baru, Kec. Ciputat, Kota Tangerang Selatan, Banten 15413",0.39636707436863133,0.2924234047512737,1,1,0,1,1,316
Anugrah 3113 Laundry,081234567891,"Jl. Pd. Serut 1 No.44, RT.7/RW.3, West Pondok Kacang, Pondok Aren, South Tangerang City, Banten 15226",0.400156480391,0.29225007127230285,0,0,0,1,1,317
Speedy Coin Laundry,081234567891,"QHVX+RXQ Nay Laundry & Dry Cleaning, Jl. Prabu Siliwangi, RT.004/RW.016, Cibodas Baru, Kec. Cibodas, Kota Tangerang, Banten 15138",0.3964019101212247,0.29318947767525305,0,0,0,1,0,318
C Laundry Kiloan Palembang,081234567891,"RHJM+VCM Delta Mas Laundry & Dry Cleaning, Jl. Kendal, RT.010/RW.007, Gembor, Kec. Periuk, Kota Tangerang, Banten 15133",0.4011242809357769,0.2912278139466862,0,1,1,0,0,319
Seventeen Laundry,081234567891,"RJ8R+XVG Rs Laundry & Dry Cleaning, Jl. Eksekusi Raya, RT.004/RW.013, Sukasari, Kec. Tangerang, Kota Tangerang, Banten 15118",0.39642796907381406,0.2926551202275638,0,1,1,1,0,320
Vidy Laundry,081234567891,"Ruko The ICON Blok M No 9 Cisauk Lapan BSD City, Jl. Raya Cisauk Lapan No.A2/10, Sampora, Kec. Cisauk, Kabupaten Tangerang, Banten 15345",0.3996658844155157,0.28997436581959235,0,0,0,0,1,321
Pamela Laundry,081234567891,"Nomor Suka Rasa Tangerang, Jl. Jend. Ahmad Yani No.14, RT.001/RW.002, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111",0.39588326457871714,0.29387088716357734,1,0,0,0,1,322
MAU Laundry,081234567891,"Jl. Pinang Raya No.26, East Pamulang, Pamulang, South Tangerang City, Banten 15417",0.3938062393818816,0.2927950653093738,1,1,1,1,1,323
Citra Bersih Laundry Palembang,081234567891,"QJMM+977 Claris Laundry & Dry Clean, Jl. Sekneg Raya, RT.009/RW.001, Panunggangan Utara, Kec. Pinang, Kota Tangerang, Banten 15143",0.3973289935525807,0.29226986582204795,0,0,0,1,1,324
ORY Laundry,081234567891,"QHMQ+85X Wash Dëë Dry Clean & Laundry Service, Jl. Amd Raya, RT.002/RW.004, Gandasari, Kec. Jatiuwung, Kota Tangerang, Banten 15137",0.4000184946177404,0.2912234257573454,1,1,1,0,1,325
Luqman Laundry Service,081234567891,"Ruko Terrace Park Residence No A16, Jl. Amd. Babakan Pocis, Kota Tangerang Selatan, Banten 15315",0.39522446168356745,0.2925374976741404,0,0,0,1,0,326
LAUNDRY 4U PAMULANG,081234567891,"PHHX+7QC ATACLEAN LAUNDRY DROP POINT, Jl. Raya Legok - Karawaci, Medang, Pagedangan, Tangerang Regency, Banten",0.09189463424450384,0.38789199349574854,0,1,0,1,1,327
M Laundry Palembang,081234567891,"Jl. Puri No.58, RT.005/RW.002, Poris Plawad Utara, Kec. Cipondoh, Kota Tangerang, Banten 15141",0.3984730539572328,0.2930576889018921,1,0,0,0,1,328
The Daily Wash Laundromat Palembang,081234567891,"QMHP+H84 Laundry, Kontrakan Lotus, Jl. H. Jimol, Kota Tangerang, Banten",0.3967431195316916,0.29305678264539736,1,1,1,1,1,329
Perkilo Premium Laundry & Dry Clean Palembang,081234567891,"Vanya Park Lakeside, Jl. BSD Raya Pusat No.3, Pagedangan, Tangerang Regency, Banten 15336",0.3955583420136186,0.29259855074323227,1,1,1,0,1,330
Alfarizky Laundry,081234567891,"RJ52+W75 Star Klin Laundry & Dry Cleaning, Jl. Dipati Ukur, RT.001/RW.001, Cibodas, Kec. Cibodas, Kota Tangerang, Banten 15138",0.08746949835792395,0.3898518924090384,0,1,0,0,0,331
Klinn Laundry,081234567891,"Km 8 No, Jl. Raya Serpong Kilometer 7 No.7, Pd. Jagung, Kec. Serpong Utara, Banten 15326",0.08922413449894062,0.3924041968833647,0,1,1,1,1,332
BannaWash Laundry Express Beji Depok,081234567891,"Jl. Mayor Salim Batubara, Sekip Jaya, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30114",0.08897747927408439,0.39141556644345865,1,1,0,1,0,333
Simply Fresh Laundry 277 Palembang,081234567891,"Jl. KH. Ahmad Dahlan, 26 Ilir, Bukit Kecil, Palembang City, South Sumatra 30135",0.39687947662041434,0.2923998420824203,0,0,1,1,1,334
Laundry Buih,081234567891,"Jl. Trikora No.2245, 20 Ilir D. III, Ilir Timur I, Palembang City, South Sumatra 30151",0.08985714988892368,0.3922025786622285,0,1,0,1,1,335
The Daily Wash - Depok,081234567891,"Jl. Perindustrian 2 No.1376, Kebun Bunga, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961",0.0878069979869458,0.3916176616416971,1,0,1,1,1,336
MaXpress Coin Laundry,081234567891,"Jl. Mayor Ruslan No.846-1900, 20 Ilir D. I, Ilir Timur I, Palembang City, South Sumatra 30126",0.08682960629989644,0.38938125910221366,1,1,1,1,1,337
WN Laundry,081234567891,"Jl. Angkatan 45 No.26, Lorok Pakjo, Ilir Barat I, Palembang City, South Sumatra 30137",0.08805464851901901,0.39130958213133127,0,1,0,0,1,338
Aldefa Laundry,081234567891,"Jl. Sukabangun II No.1868, Sukajaya, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961",0.08581357859633454,0.38947870552421016,0,1,1,1,1,339
NISA LAUNDRY DEPOK,081234567891,"Bali Laundry Palembang, sebrang, Jl. Mayor Ruslan No.846-1900, Kota Palembang, Sumatera Selatan 30126",0.08966387932388598,0.39288408354597326,1,0,0,0,0,340
Laundry LAB,081234567891,"Jl. Kebun Bunga, Kebun Bunga, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30152",0.08993758880854841,0.3922703094107538,1,0,1,0,1,341
NEFA Laundry Expert & Dry Cleaning,081234567891,"Jl. Papera, Sungai Pangeran, Ilir Timur I, Palembang City, South Sumatra 30121",0.09382118708663079,0.38977595765435424,0,1,0,0,0,342
Laundry Project,081234567891,"Sentraland residence ruko sentraland 21, Talang Klp., Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30961",0.08887668179774921,0.3932673823453703,0,1,0,0,0,343
New! Hixie Laundry,081234567891,"Jl. Dr. M. Isa No.858, Kuto Batu, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30114",0.09005413023540643,0.39226329784735015,0,0,1,1,1,344
CleanYours Laundry,081234567891,"XPWX+XFC MAU Laundry, Jl. Pangeran Sido Ing Lautan, 32 Ilir, Kec. Ilir Bar. II, Kota Palembang, Sumatera Selatan 30125",0.08928602451134027,0.39152193233726784,0,0,0,0,1,345
Laundry The Daily Wash Limo,081234567891,"Lrg. Ikrar No.2017, RT.27/RW.09, 20 Ilir D. IV, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30128",0.08938437896087026,0.38943200946589673,1,1,1,1,1,346
D' OYO Coin Laundry,081234567891,"3P88+97V ORY Laundry, Jl. Komp. Bougenville Jl. HBR Motik, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30152",0.08845231899342942,0.3880601279243052,1,1,1,1,1,347
lokit laundry,081234567891,"Jl. Puncak Sekuning No.709, 26 Ilir D. I, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30136",0.08581357859633454,0.39394631155276194,1,1,1,1,1,348
Clothes Laundry Depok,081234567891,"Komplek, Jalan Bukit Pamulang Indah No.10, Kec. Pamulang, Kota Tangerang Selatan, Banten 15417",0.08849756023056377,0.393191304497555,1,0,1,0,1,349
Cc Laundromart,081234567891,"Sekip, Ujung, Jl. Angkatan 66 No.52, Pipa Jaya, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30164",0.08320406403842817,0.3918685038997882,1,1,1,1,1,350
Laundry 72,081234567891,"Jl. Mayor Salim Batubara No.5916, RT.032, 20 Ilir D. I, Ilir Timur I, Palembang City, South Sumatra 30126",0.0887417724286147,0.3906839312662642,0,1,0,1,0,351
Laundromate Laundry,081234567891,"Jl. Kapten A. Rivai No.260 D, 26 Ilir D. I, Ilir Barat I, Palembang City, South Sumatra 30135",0.08892246592972908,0.3921390930099147,0,0,1,1,0,352
O'Clean Laundry,081234567891,"Jl. Samudra Jaya, RT.02/RW.02, Rangkapan Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16435",0.08737213921561104,0.3919639470179561,1,1,1,1,1,353
Tulip Laundry,081234567891,"Jl. H. M. Tohir No.8, Pondok Cina, Beji, Depok City, West Java 16424",0.09005974014881102,0.3929136561263151,1,1,1,1,1,354
YA Laundry,081234567891,"Jl. M.H. Sanim No.8A, RW.07, Kukusan, Beji, Depok City, West Java 16425",0.08952933188464851,0.3916380285639649,1,1,1,1,0,355
Cucimari Laundry,081234567891,"Jl. Dwikora II No.1168C, Demang Lebar Daun, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30151",0.08737602996200455,0.3912318825613692,0,1,0,0,0,356
Laundry Cafe,081234567891,"Dekat Stasiun Universitas Indonesia, Jl. Sawo No.35, Pondok Cina, Beji, Depok City, West Java 16424",0.08999395939001775,0.39219079732780227,1,1,0,1,1,357
KiLaundry,081234567891,"Jl. Ridwan Rais No.4B, East Beji, Beji, Depok City, West Java 16422",0.0892802336329871,0.3909020051974288,0,0,0,1,0,358
Poetri Laundry,081234567891,"Jl. Raya Sawangan No.17 C, Rangkapan Jaya Baru, Pancoran Mas, Depok City, West Java 16434",0.08996084280443539,0.3926899061676332,1,0,0,0,0,359
Perlengkapan Laundry Depok,081234567891,"Jl. Nusantara Raya No.246, RT.5/RW.6, Beji, depok utara, Kota Depok, Jawa Barat 16421",0.08801664587982616,0.39134049024755857,1,1,1,1,1,360
DAR LAUNDRY,081234567891,"Jalan Raya pasir Putih, Ruko Sawangan Permai No.24, RT.2/RW.9, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat 16511",0.08970323920019274,0.39333673481604237,1,1,1,1,1,361
The Laundream Laundry Service,081234567891,"Komplek Timah Blok BB No. 18, RT.4/RW.12, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",0.089654107216665,0.3922013862194733,1,0,0,0,1,362
Rama Laundromat DMall,081234567891,"Jl. Kober No.40, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",0.08762992378480217,0.39189793338699985,0,0,1,1,0,363
Deandra Laundry,081234567891,"ONE COMM, Jl. Cinere Raya No.12, Pangkalan Jati, DEPOK, Kota Depok, Jawa Barat 16514",0.08713407982581034,0.3923834006817053,0,1,1,1,1,364
LAUNDRESS CLEAN,081234567891,"Jl. Raya Duta Pelni No.28-19, Tugu, Cimanggis, Depok City, West Java 16451",0.08703590634122893,0.39450647346168566,1,0,0,0,0,365
DeALL LAUNDRY (Sehari Jadi 7rb/Kg) Gratis antar jemput se Kukusan Depok,081234567891,"Gg. Mangga Jl. Kober No.11, Pondok Cina, Beji, Depok City, West Java 16424",0.08950888284546377,0.3913708736889747,1,1,1,1,1,366
D'DAILY LAUNDRY,081234567891,"JRJ9+P9H CleanYours Laundry, Jl. Palakali, Kukusan, Beji, Depok City, West Java 16425",0.0867125219781929,0.3908770592949793,1,1,1,0,1,367
Laundry Que,081234567891,"Jl. Limo Raya No.1, RW.2, Limo, Kec. Limo, Kota Depok, Jawa Barat 16514",0.09013565494472242,0.3921874107903758,0,1,1,1,0,368
Laundry Indonesia,081234567891,"Jalan Raya Cinangka No.62 KM31 Depan Honda Prada Sawangan Samping TB Parung Baja, Kedaung, Kec. Sawangan, Kota Depok, Jawa Barat 16516",0.08913582360405436,0.3946366882106096,0,1,1,0,0,369
Laundry & dry cleaning service,081234567891,"Jl. Cempedak 2 No.6, Sukamaju Baru, Tapos, Depok City, West Java 16455",0.08774718907145429,0.39066642620660996,1,1,0,0,1,370
COFFE LAUNDRY (COIN),081234567891,"Jl. Gama Setia Raya, Bakti Jaya, Sukmajaya, Depok City, West Java 16418",0.08555995622095958,0.39144547290777165,1,1,1,1,1,371
Wetklin,081234567891,"Jl. Boulevard Grand Depok City, Kalibaru, Cilodong, Depok City, West Java 16413",0.040135673041217235,0.4296061690692081,0,1,1,1,1,372
23Quicklaundry Coin Laundry,081234567891,"Jl. R. Sanim No.69D, RT.04/RW.11, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat 16426",0.036539899513783336,0.43194392924292746,0,1,1,1,1,373
Hade Laundry,081234567891,"Depok Town Square Blok.GS 31. 8, Jl. Margonda No.1, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16424",0.03807312504026461,0.43008667580205007,1,1,1,1,0,374
Laundry Cuci Kiloan D'billaz Bandung,081234567891,"Jl. STM Mandiri No.46, Kemiri Muka, Beji, Depok City, West Java 16423",0.03887570458702705,0.43064039852009195,1,1,1,0,1,375
Urban Laundry & Dry Cleaning,081234567891,"ruko kelapa dua residence, Jl. Tugu Raya, RT.11/RW.07, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",0.042577342609355195,0.42942692107416924,1,0,0,0,0,376
Chingu Laundry Dipatiukur (Laundry Antar Jemput Bandung),081234567891,"Jl. Kabel No.4, RT.04/RW.5, Kukusan, Kecamatan Beji, Kota Depok, Jawa Barat 16421",0.04202404227920287,0.4296077907913558,1,0,1,1,0,377
Three Brothers Laundry - Ciumbuleuit Bandung Utara (RS Al Salamun cuci kiloan satuan bersih wangi antar jemput),081234567891,"Perumnas Depok 1 Jalan Leli 4, Ruko No. 44B, Depok Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16432",0.04446607377723788,0.4290392817831421,1,1,1,1,1,378
Washlab Laundry,081234567891,"Jl. Margonda Blok Pepaya No.525, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",0.041855201982217594,0.4290359429434263,0,1,0,1,0,379
Home Laundry Cuci Karpet 3 Day Service,081234567891,"Jl. Perdamaian No.12, RT.03/RW.06, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat 16426",0.0421651044565875,0.43022666858157077,1,1,1,0,0,380
Laundry Sendiri,081234567891,"JRQV+P54 Poetri Laundry, Jl. Poncol, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",0.036019534804264564,0.4315009129103249,0,0,1,0,1,381
Laundry Area,081234567891,"JR97+4V7 Perlengkapan Laundry Depok, Jl. H. Muslih, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",0.03562973630511557,0.4309239137096901,0,0,1,0,0,382
Laundry Club Gegerkalong (Laundry Antar Jemput),081234567891,"Jl. H. Nipan, Tugu, Monas, Depok City, West Java 13112",0.0440232525481673,0.428064388283782,0,0,1,0,1,383
"Moke Laundry Samoja (Layanan Antar Jemput, Dryclean, Express)",081234567891,"Jl. Cengkeh No.21, RT.4/RW.7, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424",0.039226776587189205,0.430077136260004,1,0,1,1,1,384
LAUNDRY IN,081234567891,"Mall Depok, Ruko Jl. Margonda No.88, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16436",0.037909080314415755,0.4303353239654708,0,0,1,0,0,385
Citra Dry Clean & Laundry,081234567891,"Jl. Cakalele I No.104, Mekar Jaya, Sukmajaya, Depok City, West Java 16411",0.039802516570960234,0.4277189137685973,0,0,0,0,1,386
Cuci Kiloan Bandung,081234567891,"Graha LAVATRICE, Jl.Dongkal No.Raya 147, Sukatani, Kec. Tapos, Kota Depok, Jawa Barat 16461",0.038754458071507125,0.4305784391945062,1,1,1,1,1,387
